name,brand,category,sp,mrp,discount,type,weight,weightUnitType,description,productImageUrl,largeImageUrl
Lay's Potato Simple Classic Salted Chips,Lay's,"Biscuits, Snacks & Chocolates",20,20,0,Chips,52 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_57435.jpg?ts=1590674010,https://cdn.grofers.com/app/images/products/full_screen/pro_57435.jpg?ts=1590674010
Lay's Spanish Tomato Tango Potato Chips,Lay's,"Biscuits, Snacks & Chocolates",20,20,0,Chips,52 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_577.jpg?ts=1590674010,https://cdn.grofers.com/app/images/products/full_screen/pro_577.jpg?ts=1590674010
Lay's Classic Salted Potato Chips (Pouch),Lay's,"Biscuits, Snacks & Chocolates",46,50,8,Chips,130 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_432780.jpg?ts=1604990825,https://cdn.grofers.com/app/images/products/full_screen/pro_432780.jpg?ts=1604990825
Lay's India's Magic Masala Potato Chips (Pouch),Lay's,"Biscuits, Snacks & Chocolates",46,50,8,Chips,130 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_432779.jpg?ts=1604990782,https://cdn.grofers.com/app/images/products/full_screen/pro_432779.jpg?ts=1604990782
Lay's Spanish Tomato Tango Potato Chips (Pouch),Lay's,"Biscuits, Snacks & Chocolates",46,50,8,Chips,130 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_432781.jpg?ts=1604990825,https://cdn.grofers.com/app/images/products/full_screen/pro_432781.jpg?ts=1604990825
Uncle Chipps Spicy Treat Chips,Uncle Chipps,"Biscuits, Snacks & Chocolates",20,20,0,Chips,55 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_11150.jpg?ts=1606709637,https://cdn.grofers.com/app/images/products/full_screen/pro_11150.jpg?ts=1606709637
Yellow Diamond Plain Salted Chips (Pouch) - Buy 1 Get 1 Free,Yellow Diamond,"Biscuits, Snacks & Chocolates",30,60,50,Chips,2x65 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_436457.jpg?ts=1603789950,https://cdn.grofers.com/app/images/products/full_screen/pro_436457.jpg?ts=1603789950
Too Yumm Karare Noodle Masala Crisps - Buy 3 Get 1 Free,Too Yumm,"Biscuits, Snacks & Chocolates",60,80,25,Crisps,4x80 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_395845.jpg?ts=1594985095,https://cdn.grofers.com/app/images/products/full_screen/pro_395845.jpg?ts=1594985095
Too Yumm Veggie Stix Chili Chataka Crisps - Buy 2 Get 1 Free,Too Yumm,"Biscuits, Snacks & Chocolates",70,105,33,Crisps,3x80 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_400539.jpg?ts=1553757740,https://cdn.grofers.com/app/images/products/full_screen/pro_400539.jpg?ts=1553757740
Too Yumm Karare Munchy Masala Crisps - Buy 3 Get 1 Free,Too Yumm,"Biscuits, Snacks & Chocolates",60,80,25,Crisps,4x80 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_395844.jpg?ts=1594985095,https://cdn.grofers.com/app/images/products/full_screen/pro_395844.jpg?ts=1594985095
Too Yumm Veggie Stix Sour Cream & Onion Crisps - Pack of 3,Too Yumm,"Biscuits, Snacks & Chocolates",51,60,15,Crisps,3x56 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_395287.jpg?ts=1591587687,https://cdn.grofers.com/app/images/products/full_screen/pro_395287.jpg?ts=1591587687
Too Yumm Karare Chilli Achari Crisps - Buy 3 Get 1 Free,Too Yumm,"Biscuits, Snacks & Chocolates",60,80,25,Crisps,4x80 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_395843.jpg?ts=1545828093,https://cdn.grofers.com/app/images/products/full_screen/pro_395843.jpg?ts=1545828093
Too Yumm Multigrain Dahi Papdi Chaat Crisps - Pack of 3,Too Yumm,"Biscuits, Snacks & Chocolates",48,60,20,Crisps,3x54 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_395293.jpg?ts=1559908116,https://cdn.grofers.com/app/images/products/full_screen/pro_395293.jpg?ts=1559908116
Too Yumm Multigrain Tangy Tomato Crisps - Pack of 2,Too Yumm,"Biscuits, Snacks & Chocolates",36,40,10,Crisps,2x60 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_388223.jpg?ts=1586693608,https://cdn.grofers.com/app/images/products/full_screen/pro_388223.jpg?ts=1586693608
Too Yumm Multigrain Dahi Papdi Chaat Crisps,Too Yumm,"Biscuits, Snacks & Chocolates",20,20,0,Crisps,54 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_387477.jpg?ts=1594301913,https://cdn.grofers.com/app/images/products/full_screen/pro_387477.jpg?ts=1594301913
Too Yumm Veggie Stix Sour Cream & Onion Crisps,Too Yumm,"Biscuits, Snacks & Chocolates",20,20,0,Crisps,52 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_377319.jpg?ts=1591260003,https://cdn.grofers.com/app/images/products/full_screen/pro_377319.jpg?ts=1591260003
Too Yumm Multigrain Dahi Papdi Chaat Crisps - Buy 2 Get 1 Free,Too Yumm,"Biscuits, Snacks & Chocolates",70,105,33,Crisps,3x80 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_400540.jpg?ts=1590726891,https://cdn.grofers.com/app/images/products/full_screen/pro_400540.jpg?ts=1590726891
Too Yumm Veggie Stix Sour Cream & Onion Crisps - Buy 2 Get 1 Free,Too Yumm,"Biscuits, Snacks & Chocolates",70,105,33,Crisps,3x80 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_400538.jpg?ts=1559908118,https://cdn.grofers.com/app/images/products/full_screen/pro_400538.jpg?ts=1559908118
Bingo Tedhe Medhe Masala Tadka Crisps - Buy 3 Get 1 Free,Bingo Tedhe Medhe,"Biscuits, Snacks & Chocolates",60,80,25,Crisps,4x90 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_438308.jpg?ts=1608826282,https://cdn.grofers.com/app/images/products/full_screen/pro_438308.jpg?ts=1608826282
Kurkure Masala Munch Crisps,Kurkure,"Biscuits, Snacks & Chocolates",20,20,0,Crisps,95 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_67372.jpg?ts=1591870771,https://cdn.grofers.com/app/images/products/full_screen/pro_67372.jpg?ts=1591870771
Kurkure Puffcorn Yummy Cheese Crisps,Kurkure,"Biscuits, Snacks & Chocolates",20,20,0,Crisps,55 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_367837.jpg?ts=1608196690,https://cdn.grofers.com/app/images/products/full_screen/pro_367837.jpg?ts=1608196690
MTR Gulab Jamun Dessert Mix,MTR,"Noodles, Sauces & Instant Food",130,130,0,Dessert Mix,2x160 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_390228.jpg?ts=1592465814,https://cdn.grofers.com/app/images/products/full_screen/pro_390228.jpg?ts=1592465814
Chitale Gulab Jamun Dessert Mix,Chitale,"Biscuits, Snacks & Chocolates",145,145,0,Dessert Mix,400 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_45595.jpg?ts=1589182194,https://cdn.grofers.com/app/images/products/full_screen/pro_45595.jpg?ts=1589182194
Amul Elaichi Shrikhand (Cup),Amul,"Biscuits, Snacks & Chocolates",100,100,0,Shrikhand,500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_15327.jpg?ts=1589279407,https://cdn.grofers.com/app/images/products/full_screen/pro_15327.jpg?ts=1589279407
Pillsbury Rich Choco Oven (Egg less) Cake Mix,Pillsbury,"Biscuits, Snacks & Chocolates",162,170,4,Cake Mix,270g,g,,https://cdn.grofers.com/app/images/products/normal/pro_797.jpg?ts=1600146439,https://cdn.grofers.com/app/images/products/full_screen/pro_797.jpg?ts=1600146439
Charlie's Kurmura Laddu,Charlie's,"Biscuits, Snacks & Chocolates",25,38,34,Laddu,75 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_56724.jpg?ts=1608007409,https://cdn.grofers.com/app/images/products/full_screen/pro_56724.jpg?ts=1608007409
Charlie's Rajgira Laddu,Charlie's,"Biscuits, Snacks & Chocolates",25,38,34,Laddu,75 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_56726.jpg?ts=1608007409,https://cdn.grofers.com/app/images/products/full_screen/pro_56726.jpg?ts=1608007409
Charlie's Til Laddu,Charlie's,"Biscuits, Snacks & Chocolates",50,76,34,Laddu,150 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_56727.jpg?ts=1608007409,https://cdn.grofers.com/app/images/products/full_screen/pro_56727.jpg?ts=1608007409
Lal Regular Besan Laddu - Buy 1 Get 1 Free,Lal,"Biscuits, Snacks & Chocolates",130,260,50,Laddu,2x200 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_391661.jpg?ts=1580210300,https://cdn.grofers.com/app/images/products/full_screen/pro_391661.jpg?ts=1580210300
Haldiram's Moplleez Rasgulla (Tin),Haldiram's,"Biscuits, Snacks & Chocolates",128,256,50,Rasgulla,1 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_392513.jpg?ts=1590150468,https://cdn.grofers.com/app/images/products/full_screen/pro_392513.jpg?ts=1590150468
Bikaji Gol-Matol Rasgulla,Bikaji,"Biscuits, Snacks & Chocolates",219,225,2,Rasgulla,1.25 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_68033.jpg?ts=1591702313,https://cdn.grofers.com/app/images/products/full_screen/pro_68033.jpg?ts=1591702313
Haldiram's Moplleez Gulab Jamun (Tin),Haldiram's,"Biscuits, Snacks & Chocolates",135,270,50,Gulab Jamun,1 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_392514.jpg?ts=1590150468,https://cdn.grofers.com/app/images/products/full_screen/pro_392514.jpg?ts=1590150468
Bikaji Gol-M-Gol Gulab Jamun,Bikaji,"Biscuits, Snacks & Chocolates",224,230,2,Gulab Jamun,1.25 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_67823.jpg?ts=1591702313,https://cdn.grofers.com/app/images/products/full_screen/pro_67823.jpg?ts=1591702313
Bikaji Manbhawan Soan Papdi,Bikaji,"Biscuits, Snacks & Chocolates",113,115,1,Soan Papdi,450 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_91117.jpg?ts=1591859907,https://cdn.grofers.com/app/images/products/full_screen/pro_91117.jpg?ts=1591859907
Chheda's Chocolate Soan Papdi,Chheda's,"Biscuits, Snacks & Chocolates",56,65,13,Soan Papdi,250 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_380862.jpg?ts=1609148991,https://cdn.grofers.com/app/images/products/full_screen/pro_380862.jpg?ts=1609148991
Weikfield Rose Falooda Dessert Mix,Weikfield,"Noodles, Sauces & Instant Food",43,49,12,Dessert Mix,200 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_41807.jpg?ts=1606121816,https://cdn.grofers.com/app/images/products/full_screen/pro_41807.jpg?ts=1606121816
Weikfield Kesar Pista Falooda Dessert Mix,Weikfield,"Noodles, Sauces & Instant Food",43,49,12,Dessert Mix,200 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_438218.jpg?ts=1606121699,https://cdn.grofers.com/app/images/products/full_screen/pro_438218.jpg?ts=1606121699
Betty Crocker French Vanilla Cake Dessert Mix,Betty Crocker,"Noodles, Sauces & Instant Food",276,290,4,Dessert Mix,520 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_348172.jpg?ts=1608796790,https://cdn.grofers.com/app/images/products/full_screen/pro_348172.jpg?ts=1608796790
Amul Badam Pista Shrikhand (Cup),Amul,"Biscuits, Snacks & Chocolates",50,50,0,Shrikhand,200 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_45537.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_45537.jpg
Weikfield Oven Chocolate Cake Mix,Weikfield,"Noodles, Sauces & Instant Food",102,130,21,Cake Mix,225 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_438617.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_438617.jpg
"Betty Crocker Triple Chocolate Brownie, Cake Mix",Betty Crocker,"Biscuits, Snacks & Chocolates",314,330,4,Cake Mix,425 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_3563.jpg?ts=1608796789,https://cdn.grofers.com/app/images/products/full_screen/pro_3563.jpg?ts=1608796789
Pillsbury Rich Choco Oven Cake Mix,Pillsbury,"Noodles, Sauces & Instant Food",157,165,4,Cake Mix,285 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_793.jpg?ts=1600146439,https://cdn.grofers.com/app/images/products/full_screen/pro_793.jpg?ts=1600146439
Pillsbury Vanilla Oven Cake Mix,Pillsbury,"Noodles, Sauces & Instant Food",126,165,23,Cake Mix,225 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_792.jpg?ts=1600146439,https://cdn.grofers.com/app/images/products/full_screen/pro_792.jpg?ts=1600146439
Charlie's 3 In 1 Chikki,Charlie's,"Biscuits, Snacks & Chocolates",35,35,0,Chikki,75 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_56708.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_56708.jpg
Charlie's Crushed Peanut Chikki,Charlie's,"Biscuits, Snacks & Chocolates",35,35,0,Chikki,75 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_190412.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_190412.jpg
Charlie's 3 in 1 Peanut Chikki (Pouch),Charlie's,"Biscuits, Snacks & Chocolates",50,76,34,Chikki,156 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_440064.jpg?ts=1608544614,https://cdn.grofers.com/app/images/products/full_screen/pro_440064.jpg?ts=1608544614
Charlie's Butterscotch Peanut Chikki (Pouch),Charlie's,"Biscuits, Snacks & Chocolates",50,76,34,Chikki,156 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_440065.jpg?ts=1608544614,https://cdn.grofers.com/app/images/products/full_screen/pro_440065.jpg?ts=1608544614
Charlie's Crushed Peanut Chikki (Pouch),Charlie's,"Biscuits, Snacks & Chocolates",50,76,34,Chikki,156 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_440066.jpg?ts=1608544614,https://cdn.grofers.com/app/images/products/full_screen/pro_440066.jpg?ts=1608544614
Charlie's Peanut Chikki (Pouch),Charlie's,"Biscuits, Snacks & Chocolates",50,76,34,Chikki,156 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_440063.jpg?ts=1608544613,https://cdn.grofers.com/app/images/products/full_screen/pro_440063.jpg?ts=1608544613
Charlie's Til Chikki (Pouch),Charlie's,"Biscuits, Snacks & Chocolates",50,76,34,Chikki,156 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_440067.jpg?ts=1608544614,https://cdn.grofers.com/app/images/products/full_screen/pro_440067.jpg?ts=1608544614
Paper Boat Peanut Chikki,Paper Boat,"Biscuits, Snacks & Chocolates",400,400,0,Chikki,10x100 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_408710.jpg?ts=1603895283,https://cdn.grofers.com/app/images/products/full_screen/pro_408710.jpg?ts=1603895283
Dabur Hajmola Regular Tablets (Bottle),Dabur Hajmola,"Biscuits, Snacks & Chocolates",38,40,5,Tablets,120 units,units,,https://cdn.grofers.com/app/images/products/normal/pro_358589.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_358589.jpg
Dabur Hajmola Anardana Tablets (Bottle),Dabur Hajmola,"Biscuits, Snacks & Chocolates",38,40,5,Tablets,120 units,units,,https://cdn.grofers.com/app/images/products/normal/pro_32496.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_32496.jpg
Parle Melody Chocolaty Candy,Parle Melody,"Biscuits, Snacks & Chocolates",50,50,0,Candy,195.5g,g,,https://cdn.grofers.com/app/images/products/normal/pro_110755.jpg?ts=1592578209,https://cdn.grofers.com/app/images/products/full_screen/pro_110755.jpg?ts=1592578209
Pulse Kachcha Aam Mono Candy (Carton Pack),Pulse,"Biscuits, Snacks & Chocolates",45,50,10,Candy,200 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_265355.jpg?ts=1594821874,https://cdn.grofers.com/app/images/products/full_screen/pro_265355.jpg?ts=1594821874
Parle Kismi Elaichi Tofee/ Candy (Pouch),Parle Kismi,"Biscuits, Snacks & Chocolates",50,50,0,Candy,294 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_19827.jpg?ts=1592577973,https://cdn.grofers.com/app/images/products/full_screen/pro_19827.jpg?ts=1592577973
Pass Pass Meetha Magic Mouth Freshener,Pass Pass,"Biscuits, Snacks & Chocolates",60,70,14,Mouth Freshener,115 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_206540.jpg?ts=1594821874,https://cdn.grofers.com/app/images/products/full_screen/pro_206540.jpg?ts=1594821874
Dabur Hajmola Imli Tablets (Bottle),Dabur Hajmola,"Biscuits, Snacks & Chocolates",38,40,5,Tablets,120 units,units,,https://cdn.grofers.com/app/images/products/normal/pro_23827.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_23827.jpg
Rajnigandha Silver Pearls Mouth Freshener,Rajnigandha,Grocery & Staples,50,50,0,Mouth Freshener,5.75 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_126494.jpg?ts=1600953944,https://cdn.grofers.com/app/images/products/full_screen/pro_126494.jpg?ts=1600953944
Cadbury Choclairs Gold Candy,Cadbury Choclairs,"Biscuits, Snacks & Chocolates",200,200,0,Candy,605 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_97876.jpg?ts=1607945576,https://cdn.grofers.com/app/images/products/full_screen/pro_97876.jpg?ts=1607945576
Candyman Double Eclairs Candy,Candyman,"Biscuits, Snacks & Chocolates",75,100,25,Candy,370 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_45744.jpg?ts=1608310322,https://cdn.grofers.com/app/images/products/full_screen/pro_45744.jpg?ts=1608310322
Parle 2in1 Eclairs Candy,Parle 2in1 Eclairs,"Biscuits, Snacks & Chocolates",50,50,0,Candy,277 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_20081.jpg?ts=1592577973,https://cdn.grofers.com/app/images/products/full_screen/pro_20081.jpg?ts=1592577973
Parle Kaccha Mango Bite Candy,Parle Kaccha Mango Bite,"Biscuits, Snacks & Chocolates",50,50,0,Candy,277 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_357575.jpg?ts=1592578441,https://cdn.grofers.com/app/images/products/full_screen/pro_357575.jpg?ts=1592578441
Parle Mango Bite - with Juicy Mango Taste Candy (Pouch),Parle Mango Bite,"Biscuits, Snacks & Chocolates",50,50,0,Candy,289 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_363056.jpg?ts=1592915844,https://cdn.grofers.com/app/images/products/full_screen/pro_363056.jpg?ts=1592915844
Parle Orange Bite - Orangee Jhatkaa Candy (Pouch),Parle Orange Bite,"Biscuits, Snacks & Chocolates",50,50,0,Candy,289 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_363057.jpg?ts=1592578629,https://cdn.grofers.com/app/images/products/full_screen/pro_363057.jpg?ts=1592578629
Pulse Litchi with Tangy Twist Candy (Carton),Pulse,"Biscuits, Snacks & Chocolates",45,50,10,Candy,200 g,g,,http://cdn.grofers.com/app/images/placeholders/placeholder.jpg,http://cdn.grofers.com/app/images/placeholders/placeholder.jpg
Pulse Orange Candy (Carton),Pulse,"Biscuits, Snacks & Chocolates",45,50,10,Candy,200 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_369726.jpg?ts=1594821874,https://cdn.grofers.com/app/images/products/full_screen/pro_369726.jpg?ts=1594821874
Mentos Pure Fresh Mint Chewing Gum,Mentos,"Biscuits, Snacks & Chocolates",96,100,4,Chewing Gum,54.6 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_368388.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_368388.jpg
Chupa Chups Bubble Gum Lollipop,Chupa Chups,"Biscuits, Snacks & Chocolates",30,30,0,Lollipop,72 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_425353.jpg?ts=1592566309,https://cdn.grofers.com/app/images/products/full_screen/pro_425353.jpg?ts=1592566309
Chandan 5 in 1 Mouth Freshener,Chandan,"Biscuits, Snacks & Chocolates",139,250,44,Mouth Freshener,200 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_122335.jpg?ts=1610622159,https://cdn.grofers.com/app/images/products/full_screen/pro_122335.jpg?ts=1610622159
Chandan Fresh Mint Mouth Freshener,Chandan,"Biscuits, Snacks & Chocolates",102,130,21,Mouth Freshener,12x6 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_101645.jpg?ts=1610622091,https://cdn.grofers.com/app/images/products/full_screen/pro_101645.jpg?ts=1610622091
Chandan Kachi Kairi Mouth Freshener,Chandan,"Biscuits, Snacks & Chocolates",94,120,21,Mouth Freshener,180 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_103717.jpg?ts=1610622091,https://cdn.grofers.com/app/images/products/full_screen/pro_103717.jpg?ts=1610622091
Chandan Kasmiri Mouth Freshener,Chandan,"Biscuits, Snacks & Chocolates",94,120,21,Mouth Freshener,165 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_103719.jpg?ts=1610622158,https://cdn.grofers.com/app/images/products/full_screen/pro_103719.jpg?ts=1610622158
Chandan Mango Khatta Mitha Mouth Freshener,Chandan,"Biscuits, Snacks & Chocolates",94,120,21,Mouth Freshener,160 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_124832.jpg?ts=1610622159,https://cdn.grofers.com/app/images/products/full_screen/pro_124832.jpg?ts=1610622159
Chandan Rajwadi Mouth Freshener,Chandan,"Biscuits, Snacks & Chocolates",94,120,21,Mouth Freshener,140 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_195567.jpg?ts=1610622446,https://cdn.grofers.com/app/images/products/full_screen/pro_195567.jpg?ts=1610622446
Pass Pass Mint Mouth Freshener,Pass Pass,Grocery & Staples,60,70,14,Mouth Freshener,100 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_110259.jpg?ts=1594821873,https://cdn.grofers.com/app/images/products/full_screen/pro_110259.jpg?ts=1594821873
Mirinda Soft Drink (Bottle),Mirinda,Beverages,71,90,21,Soft Drink,2.25 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_95025.jpg?ts=1570791971,https://cdn.grofers.com/app/images/products/full_screen/pro_95025.jpg?ts=1570791971
Pepsi Black Slim Soft Drink (Can) - Buy 4 Get 2 Free,Pepsi,Beverages,100,150,33,Soft Drink,6x250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_391246.jpg?ts=1534913671,https://cdn.grofers.com/app/images/products/full_screen/pro_391246.jpg?ts=1534913671
Pepsi Soft Drink (Bottle) - Buy 3 Get 1 Free,Pepsi,Beverages,120,160,25,Soft Drink,4x750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_280840.jpg?ts=1610624908,https://cdn.grofers.com/app/images/products/full_screen/pro_280840.jpg?ts=1610624908
Red Bull Energy Drink (Can) - Pack of 24,Red Bull,Beverages,2219,2610,14,Energy Drink,6x(4x250 ml),N/A,,https://cdn.grofers.com/app/images/products/normal/pro_430829.jpg?ts=1601470196,https://cdn.grofers.com/app/images/products/full_screen/pro_430829.jpg?ts=1601470196
Coca-Cola Soft Drink (Can) - Pack of 6,Coca-Cola,Beverages,206,240,14,Soft Drink,6x300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_331827.jpg?ts=1591181389,https://cdn.grofers.com/app/images/products/full_screen/pro_331827.jpg?ts=1591181389
Thums Up Soft Drink (Bottle),Thums Up,Beverages,36,40,10,Soft Drink,750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_314.jpg?ts=1603181364,https://cdn.grofers.com/app/images/products/full_screen/pro_314.jpg?ts=1603181364
Maaza Mango Fruit Drink (Bottle),Maaza,Beverages,40,40,0,Fruit Drink,600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_298.jpg?ts=1556629093,https://cdn.grofers.com/app/images/products/full_screen/pro_298.jpg?ts=1556629093
Hoegaarden Rosee 0.0 Non Alcoholic Beer (Can) - Buy 2 Get 2 Free,Hoegaarden,Beverages,200,400,50,Beer,4x330 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_441698.jpg?ts=1608907312,https://cdn.grofers.com/app/images/products/full_screen/pro_441698.jpg?ts=1608907312
7UP Soft Drink (Bottle) - Buy 3 Get 1 Free,7UP,Beverages,120,160,25,Soft Drink,4x750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_365476.jpg?ts=1610624955,https://cdn.grofers.com/app/images/products/full_screen/pro_365476.jpg?ts=1610624955
Red Bull Energy Drink (Can) - Pack of 4,Red Bull,Beverages,435,435,0,Energy Drink,4x250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_45655.jpg?ts=1601389333,https://cdn.grofers.com/app/images/products/full_screen/pro_45655.jpg?ts=1601389333
Pepsi Soft Drink (Bottle),Pepsi,Beverages,71,90,21,Soft Drink,2.25 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_77493.jpg?ts=1557311192,https://cdn.grofers.com/app/images/products/full_screen/pro_77493.jpg?ts=1557311192
Pepsi Soft Drink (Bottle) - Pack of 6,Pepsi,Beverages,405,540,25,Soft Drink,6x2.25 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_445744.jpg?ts=1612850087,https://cdn.grofers.com/app/images/products/full_screen/pro_445744.jpg?ts=1612850087
Pepsi Soft Drink (Bottle) - Pack of 2,Pepsi,Beverages,64,80,20,Soft Drink,2x750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_225784.jpg?ts=1591697860,https://cdn.grofers.com/app/images/products/full_screen/pro_225784.jpg?ts=1591697860
Pepsi Soft Drink (Bottle) - Pack of 12,Pepsi,Beverages,349,480,27,Soft Drink,12x750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_405277.jpg?ts=1610624658,https://cdn.grofers.com/app/images/products/full_screen/pro_405277.jpg?ts=1610624658
Mirinda Soft Drink (Bottle) - Pack of 6,Mirinda,Beverages,405,540,25,Soft Drink,6x2.25 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_445742.jpg?ts=1612850087,https://cdn.grofers.com/app/images/products/full_screen/pro_445742.jpg?ts=1612850087
7UP Soft Drink (Bottle),7UP,Beverages,71,90,21,Soft Drink,2.25 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_32390.jpg?ts=1570791655,https://cdn.grofers.com/app/images/products/full_screen/pro_32390.jpg?ts=1570791655
7UP Soft Drink (Bottle) - Pack of 6,7UP,Beverages,405,540,25,Soft Drink,6x2.25 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_445741.jpg?ts=1612850086,https://cdn.grofers.com/app/images/products/full_screen/pro_445741.jpg?ts=1612850086
7UP Nimbooz Soft Drink (Bottle),7UP,Beverages,20,20,0,Soft Drink,350 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_280.jpg?ts=1570791489,https://cdn.grofers.com/app/images/products/full_screen/pro_280.jpg?ts=1570791489
7UP Soft Drink (Bottle) - Pack of 2,7UP,Beverages,64,80,20,Soft Drink,2x750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_401350.jpg?ts=1590059343,https://cdn.grofers.com/app/images/products/full_screen/pro_401350.jpg?ts=1590059343
7UP Soft Drink (Bottle) - Pack of 12,7UP,Beverages,349,480,27,Soft Drink,12x750 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_405282.jpg?ts=1610624658,https://cdn.grofers.com/app/images/products/full_screen/pro_405282.jpg?ts=1610624658
